STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
40,2015,HIV_incarcerated_rate,0.008,Oklahoma,OK
41,2015,HIV_incarcerated_rate,0.004,Oregon,OR
42,2015,HIV_incarcerated_rate,0.013,Pennsylvania,PA
44,2015,HIV_incarcerated_rate,0.008,Rhode Island,RI
45,2015,HIV_incarcerated_rate,0.016,South Carolina,SC
46,2015,HIV_incarcerated_rate,0.004,South Dakota,SD
47,2015,HIV_incarcerated_rate,0.015,Tennessee,TN
48,2015,HIV_incarcerated_rate,0.015,Texas,TX
49,2015,HIV_incarcerated_rate,0.009,Utah,UT
50,2015,HIV_incarcerated_rate,0.003,Vermont,VT
51,2015,HIV_incarcerated_rate,0.012,Virginia,VA
53,2015,HIV_incarcerated_rate,0.004,Washington,WA
54,2015,HIV_incarcerated_rate,0.004,West Virginia,WV
55,2015,HIV_incarcerated_rate,0.004,Wisconsin,WI
56,2015,HIV_incarcerated_rate,0.006,Wyoming,WY
01,2016,PDMP_check_req,0.0,Alabama,AL
02,2016,PDMP_check_req,0.0,Alaska,AK
04,2016,PDMP_check_req,0.0,Arizona,AZ
05,2016,PDMP_check_req,0.0,Arkansas,AR
06,2016,PDMP_check_req,0.0,California,CA
08,2016,PDMP_check_req,0.0,Colorado,CO
09,2016,PDMP_check_req,1.0,Connecticut,CT
10,2016,PDMP_check_req,0.0,Delaware,DE
11,2016,PDMP_check_req,0.0,District of Columbia,DC
12,2016,PDMP_check_req,0.0,Florida,FL
13,2016,PDMP_check_req,0.0,Georgia,GA
15,2016,PDMP_check_req,0.0,Hawaii,HI
16,2016,PDMP_check_req,0.0,Idaho,ID
17,2016,PDMP_check_req,0.0,Illinois,IL
18,2016,PDMP_check_req,1.0,Indiana,IN
19,2016,PDMP_check_req,0.0,Iowa,IA
20,2016,PDMP_check_req,0.0,Kansas,KS
21,2016,PDMP_check_req,1.0,Kentucky,KY
22,2016,PDMP_check_req,0.0,Louisiana,LA
23,2016,PDMP_check_req,0.0,Maine,ME
24,2016,PDMP_check_req,0.0,Maryland,MD
25,2016,PDMP_check_req,1.0,Massachusetts,MA
26,2016,PDMP_check_req,0.0,Michigan,MI
27,2016,PDMP_check_req,0.0,Minnesota,MN
28,2016,PDMP_check_req,0.0,Mississippi,MS
29,2016,PDMP_check_req,0.0,Missouri,MO
30,2016,PDMP_check_req,0.0,Montana,MT
31,2016,PDMP_check_req,0.0,Nebraska,NE
32,2016,PDMP_check_req,1.0,Nevada,NV
33,2016,PDMP_check_req,1.0,New Hampshire,NH
34,2016,PDMP_check_req,1.0,New Jersey,NJ
35,2016,PDMP_check_req,1.0,New Mexico,NM
36,2016,PDMP_check_req,1.0,New York,NY
37,2016,PDMP_check_req,0.0,North Carolina,NC
38,2016,PDMP_check_req,0.0,North Dakota,ND
39,2016,PDMP_check_req,1.0,Ohio,OH
40,2016,PDMP_check_req,1.0,Oklahoma,OK
41,2016,PDMP_check_req,0.0,Oregon,OR
42,2016,PDMP_check_req,1.0,Pennsylvania,PA
44,2016,PDMP_check_req,1.0,Rhode Island,RI
45,2016,PDMP_check_req,0.0,South Carolina,SC
46,2016,PDMP_check_req,0.0,South Dakota,SD
47,2016,PDMP_check_req,1.0,Tennessee,TN
48,2016,PDMP_check_req,0.0,Texas,TX
49,2016,PDMP_check_req,0.0,Utah,UT
50,2016,PDMP_check_req,1.0,Vermont,VT
51,2016,PDMP_check_req,1.0,Virginia,VA
53,2016,PDMP_check_req,0.0,Washington,WA
54,2016,PDMP_check_req,1.0,West Virginia,WV
55,2016,PDMP_check_req,0.0,Wisconsin,WI
56,2016,PDMP_check_req,0.0,Wyoming,WY
72,2016,PDMP_check_req,0.0,Puerto Rico,PR
00,2015,Pct Change mme_percap,-18.7169,United States,US
00,2010,mme_percap,789.898,United States,US
00,2015,mme_percap,642.053,United States,US
01,2015,Pct Change mme_percap,-3.33524,Alabama,AL
01,2010,mme_percap,1085.83,Alabama,AL
01,2015,mme_percap,1049.62,Alabama,AL
02,2015,Pct Change mme_percap,-8.74307,Alaska,AK
02,2010,mme_percap,829.946,Alaska,AK
02,2015,mme_percap,757.383,Alaska,AK
04,2015,Pct Change mme_percap,-13.6334,Arizona,AZ
04,2010,mme_percap,984.459,Arizona,AZ
04,2015,mme_percap,850.244,Arizona,AZ
05,2015,Pct Change mme_percap,-10.9586,Arkansas,AR
05,2010,mme_percap,1065.87,Arkansas,AR
05,2015,mme_percap,949.065,Arkansas,AR
06,2015,Pct Change mme_percap,-19.1695,California,CA
06,2010,mme_percap,577.703,California,CA
06,2015,mme_percap,466.96,California,CA
08,2015,Pct Change mme_percap,-17.0833,Colorado,CO
08,2010,mme_percap,699.975,Colorado,CO
08,2015,mme_percap,580.396,Colorado,CO
09,2015,Pct Change mme_percap,-12.0428,Connecticut,CT
09,2010,mme_percap,732.849,Connecticut,CT
09,2015,mme_percap,644.594,Connecticut,CT
10,2015,Pct Change mme_percap,-29.2848,Delaware,DE
10,2010,mme_percap,1453.09,Delaware,DE
10,2015,mme_percap,1027.56,Delaware,DE
11,2015,Pct Change mme_percap,-14.3154,District of Columbia,DC
11,2010,mme_percap,240.3,District of Columbia,DC
11,2015,mme_percap,205.9,District of Columbia,DC
12,2015,Pct Change mme_percap,-49.9723,Florida,FL
12,2010,mme_percap,1341.11,Florida,FL
12,2015,mme_percap,670.925,Florida,FL
13,2015,Pct Change mme_percap,-15.9646,Georgia,GA
13,2010,mme_percap,740.932,Georgia,GA
13,2015,mme_percap,622.645,Georgia,GA
15,2015,Pct Change mme_percap,-24.3848,Hawaii,HI
15,2010,mme_percap,588.44,Hawaii,HI
15,2015,mme_percap,444.95,Hawaii,HI
16,2015,Pct Change mme_percap,0.976513,Idaho,ID
16,2010,mme_percap,785.172,Idaho,ID
16,2015,mme_percap,792.839,Idaho,ID
17,2015,Pct Change mme_percap,-5.39011,Illinois,IL
17,2010,mme_percap,451.095,Illinois,IL
17,2015,mme_percap,426.781,Illinois,IL
18,2015,Pct Change mme_percap,-21.5749,Indiana,IN
18,2010,mme_percap,1009.22,Indiana,IN
18,2015,mme_percap,791.479,Indiana,IN
19,2015,Pct Change mme_percap,-3.77617,Iowa,IA
19,2010,mme_percap,522.585,Iowa,IA
19,2015,mme_percap,502.851,Iowa,IA
20,2015,Pct Change mme_percap,-6.15242,Kansas,KS
20,2010,mme_percap,773.534,Kansas,KS
20,2015,mme_percap,725.943,Kansas,KS
21,2015,Pct Change mme_percap,-24.993,Kentucky,KY
21,2010,mme_percap,1147.13,Kentucky,KY
21,2015,mme_percap,860.427,Kentucky,KY
22,2015,Pct Change mme_percap,-20.4073,Louisiana,LA
22,2010,mme_percap,854.187,Louisiana,LA
22,2015,mme_percap,679.871,Louisiana,LA
23,2015,Pct Change mme_percap,-17.957,Maine,ME
23,2010,mme_percap,1044.05,Maine,ME
23,2015,mme_percap,856.566,Maine,ME
24,2015,Pct Change mme_percap,-22.2413,Maryland,MD
24,2010,mme_percap,815.618,Maryland,MD
24,2015,mme_percap,634.214,Maryland,MD
25,2015,Pct Change mme_percap,-19.7184,Massachusetts,MA
25,2010,mme_percap,589.667,Massachusetts,MA
25,2015,mme_percap,473.394,Massachusetts,MA
26,2015,Pct Change mme_percap,-5.74069,Michigan,MI
26,2010,mme_percap,893.619,Michigan,MI
26,2015,mme_percap,842.319,Michigan,MI
27,2015,Pct Change mme_percap,-13.9182,Minnesota,MN
27,2010,mme_percap,450.167,Minnesota,MN
27,2015,mme_percap,387.512,Minnesota,MN
28,2015,Pct Change mme_percap,-10.8747,Mississippi,MS
28,2010,mme_percap,863.504,Mississippi,MS
28,2015,mme_percap,769.6,Mississippi,MS
29,2015,Pct Change mme_percap,-8.89661,Missouri,MO
29,2010,mme_percap,839.992,Missouri,MO
29,2015,mme_percap,765.261,Missouri,MO
30,2015,Pct Change mme_percap,-18.7777,Montana,MT
30,2010,mme_percap,888.295,Montana,MT
30,2015,mme_percap,721.494,Montana,MT
31,2015,Pct Change mme_percap,-14.1932,Nebraska,NE
31,2010,mme_percap,530.472,Nebraska,NE
31,2015,mme_percap,455.181,Nebraska,NE
32,2015,Pct Change mme_percap,-21.9293,Nevada,NV
32,2010,mme_percap,1286.63,Nevada,NV
32,2015,mme_percap,1004.48,Nevada,NV
33,2015,Pct Change mme_percap,-6.4909,New Hampshire,NH
33,2010,mme_percap,829.291,New Hampshire,NH
33,2015,mme_percap,775.462,New Hampshire,NH
34,2015,Pct Change mme_percap,-10.517,New Jersey,NJ
34,2010,mme_percap,737.148,New Jersey,NJ
34,2015,mme_percap,659.622,New Jersey,NJ
35,2015,Pct Change mme_percap,-21.8875,New Mexico,NM
35,2010,mme_percap,827.592,New Mexico,NM
35,2015,mme_percap,646.453,New Mexico,NM
36,2015,Pct Change mme_percap,-11.3497,New York,NY
36,2010,mme_percap,604.654,New York,NY
36,2015,mme_percap,536.028,New York,NY
37,2015,Pct Change mme_percap,-5.60959,North Carolina,NC
37,2010,mme_percap,856.075,North Carolina,NC
37,2015,mme_percap,808.053,North Carolina,NC
38,2015,Pct Change mme_percap,-16.7425,North Dakota,ND
38,2010,mme_percap,499.736,North Dakota,ND
38,2015,mme_percap,416.067,North Dakota,ND
39,2015,Pct Change mme_percap,-29.0175,Ohio,OH
39,2010,mme_percap,902.522,Ohio,OH
39,2015,mme_percap,640.633,Ohio,OH
40,2015,Pct Change mme_percap,-13.3005,Oklahoma,OK
40,2010,mme_percap,1183.47,Oklahoma,OK
40,2015,mme_percap,1026.06,Oklahoma,OK
41,2015,Pct Change mme_percap,-24.1465,Oregon,OR
41,2010,mme_percap,1026.26,Oregon,OR
41,2015,mme_percap,778.454,Oregon,OR
42,2015,Pct Change mme_percap,-7.50673,Pennsylvania,PA
42,2010,mme_percap,844.817,Pennsylvania,PA
42,2015,mme_percap,781.398,Pennsylvania,PA
44,2015,Pct Change mme_percap,-19.7694,Rhode Island,RI
44,2010,mme_percap,694.646,Rhode Island,RI
44,2015,mme_percap,557.319,Rhode Island,RI
45,2015,Pct Change mme_percap,-2.79102,South Carolina,SC
45,2010,mme_percap,834.645,South Carolina,SC
45,2015,mme_percap,811.35,South Carolina,SC
46,2015,Pct Change mme_percap,-3.65212,South Dakota,SD
46,2010,mme_percap,495.187,South Dakota,SD
46,2015,mme_percap,477.102,South Dakota,SD
47,2015,Pct Change mme_percap,-15.5916,Tennessee,TN
47,2010,mme_percap,1298.65,Tennessee,TN
47,2015,mme_percap,1096.17,Tennessee,TN
48,2015,Pct Change mme_percap,-22.7058,Texas,TX
48,2010,mme_percap,544.199,Texas,TX
48,2015,mme_percap,420.634,Texas,TX
49,2015,Pct Change mme_percap,-11.2493,Utah,UT
49,2010,mme_percap,895.961,Utah,UT
49,2015,mme_percap,795.172,Utah,UT
50,2015,Pct Change mme_percap,21.4382,Vermont,VT
50,2010,mme_percap,507.195,Vermont,VT
50,2015,mme_percap,615.929,Vermont,VT
51,2015,Pct Change mme_percap,-13.4444,Virginia,VA
51,2010,mme_percap,675.926,Virginia,VA
51,2015,mme_percap,585.052,Virginia,VA
53,2015,Pct Change mme_percap,-20.0781,Washington,WA
53,2010,mme_percap,768.997,Washington,WA
53,2015,mme_percap,614.597,Washington,WA
54,2015,Pct Change mme_percap,-21.5783,West Virginia,WV
54,2010,mme_percap,1285.48,West Virginia,WV
54,2015,mme_percap,1008.1,West Virginia,WV
55,2015,Pct Change mme_percap,-7.90287,Wisconsin,WI
55,2010,mme_percap,695.716,Wisconsin,WI
55,2015,mme_percap,640.734,Wisconsin,WI
56,2015,Pct Change mme_percap,5.47552,Wyoming,WY
56,2010,mme_percap,657.724,Wyoming,WY
56,2015,mme_percap,693.738,Wyoming,WY
72,2015,Pct Change mme_percap,,Puerto Rico,PR
72,2010,mme_percap,,Puerto Rico,PR
72,2015,mme_percap,,Puerto Rico,PR
01,2018,SOR_funds,13544900.0,Alabama,AL
02,2018,SOR_funds,4000000.0,Alaska,AK
04,2018,SOR_funds,19975500.0,Arizona,AZ
05,2018,SOR_funds,5096420.0,Arkansas,AR
06,2018,SOR_funds,68829200.0,California,CA
08,2018,SOR_funds,14874400.0,Colorado,CO
09,2018,SOR_funds,10968400.0,Connecticut,CT
10,2018,SOR_funds,12550000.0,Delaware,DE
11,2018,SOR_funds,21100000.0,District of Columbia,DC
12,2018,SOR_funds,49331400.0,Florida,FL
13,2018,SOR_funds,19593600.0,Georgia,GA
15,2018,SOR_funds,4000000.0,Hawaii,HI
16,2018,SOR_funds,4053320.0,Idaho,ID
17,2018,SOR_funds,28569200.0,Illinois,IL
18,2018,SOR_funds,17884200.0,Indiana,IN
19,2018,SOR_funds,4353990.0,Iowa,IA
20,2018,SOR_funds,4000000.0,Kansas,KS
21,2018,SOR_funds,31207500.0,Kentucky,KY
22,2018,SOR_funds,11569800.0,Louisiana,LA
23,2018,SOR_funds,4358690.0,Maine,ME
24,2018,SOR_funds,32874600.0,Maryland,MD
25,2018,SOR_funds,35545500.0,Massachusetts,MA
26,2018,SOR_funds,27510100.0,Michigan,MI
27,2018,SOR_funds,8742330.0,Minnesota,MN
28,2018,SOR_funds,7524500.0,Mississippi,MS
29,2018,SOR_funds,18097900.0,Missouri,MO
30,2018,SOR_funds,4000000.0,Montana,MT
31,2018,SOR_funds,4000000.0,Nebraska,NE
32,2018,SOR_funds,7114960.0,Nevada,NV
33,2018,SOR_funds,22897300.0,New Hampshire,NH
34,2018,SOR_funds,21253500.0,New Jersey,NJ
35,2018,SOR_funds,5230350.0,New Mexico,NM
36,2018,SOR_funds,36298000.0,New York,NY
37,2018,SOR_funds,22699500.0,North Carolina,NC
38,2018,SOR_funds,4000000.0,North Dakota,ND
39,2018,SOR_funds,55229900.0,Ohio,OH
40,2018,SOR_funds,7539440.0,Oklahoma,OK
41,2018,SOR_funds,7758010.0,Oregon,OR
42,2018,SOR_funds,55345300.0,Pennsylvania,PA
44,2018,SOR_funds,12550000.0,Rhode Island,RI
45,2018,SOR_funds,14047700.0,South Carolina,SC
46,2018,SOR_funds,4000000.0,South Dakota,SD
47,2018,SOR_funds,18274300.0,Tennessee,TN
48,2018,SOR_funds,45559000.0,Texas,TX
49,2018,SOR_funds,7843280.0,Utah,UT
50,2018,SOR_funds,4000000.0,Vermont,VT
51,2018,SOR_funds,15580800.0,Virginia,VA
53,2018,SOR_funds,21260400.0,Washington,WA
54,2018,SOR_funds,27910400.0,West Virginia,WV
55,2018,SOR_funds,11805700.0,Wisconsin,WI
56,2018,SOR_funds,4000000.0,Wyoming,WY
72,2018,SOR_funds,7896700.0,Puerto Rico,PR
00,2018,SOR_funds,928300000.0,United States,US
01,2017,CURES_funds,7967870.0,Alabama,AL
02,2017,CURES_funds,2000000.0,Alaska,AK
04,2017,CURES_funds,12171500.0,Arizona,AZ
05,2017,CURES_funds,3901300.0,Arkansas,AR
06,2017,CURES_funds,44749800.0,California,CA
08,2017,CURES_funds,7869650.0,Colorado,CO
09,2017,CURES_funds,5500160.0,Connecticut,CT
10,2017,CURES_funds,2000000.0,Delaware,DE
11,2017,CURES_funds,2000000.0,District of Columbia,DC
12,2017,CURES_funds,27150400.0,Florida,FL
13,2017,CURES_funds,11782700.0,Georgia,GA
15,2017,CURES_funds,2000000.0,Hawaii,HI
16,2017,CURES_funds,2000000.0,Idaho,ID
17,2017,CURES_funds,16328600.0,Illinois,IL
18,2017,CURES_funds,10926000.0,Indiana,IN
19,2017,CURES_funds,2728080.0,Iowa,IA
20,2017,CURES_funds,3114400.0,Kansas,KS
21,2017,CURES_funds,10528100.0,Kentucky,KY
22,2017,CURES_funds,8167970.0,Louisiana,LA
23,2017,CURES_funds,2039030.0,Maine,ME
24,2017,CURES_funds,10036800.0,Maryland,MD
25,2017,CURES_funds,11742900.0,Massachusetts,MA
26,2017,CURES_funds,16372700.0,Michigan,MI
27,2017,CURES_funds,5379350.0,Minnesota,MN
28,2017,CURES_funds,3584700.0,Mississippi,MS
29,2017,CURES_funds,10015900.0,Missouri,MO
30,2017,CURES_funds,2000000.0,Montana,MT
31,2017,CURES_funds,2000000.0,Nebraska,NE
32,2017,CURES_funds,5663330.0,Nevada,NV
33,2017,CURES_funds,3128370.0,New Hampshire,NH
34,2017,CURES_funds,12995600.0,New Jersey,NJ
35,2017,CURES_funds,4792550.0,New Mexico,NM
36,2017,CURES_funds,25260700.0,New York,NY
37,2017,CURES_funds,15586700.0,North Carolina,NC
38,2017,CURES_funds,2000000.0,North Dakota,ND
39,2017,CURES_funds,26060500.0,Ohio,OH
40,2017,CURES_funds,7283230.0,Oklahoma,OK
41,2017,CURES_funds,6564420.0,Oregon,OR
42,2017,CURES_funds,26507600.0,Pennsylvania,PA
44,2017,CURES_funds,2167010.0,Rhode Island,RI
45,2017,CURES_funds,6575620.0,South Carolina,SC
46,2017,CURES_funds,2000000.0,South Dakota,SD
47,2017,CURES_funds,13815100.0,Tennessee,TN
48,2017,CURES_funds,27362400.0,Texas,TX
49,2017,CURES_funds,5537460.0,Utah,UT
50,2017,CURES_funds,2000000.0,Vermont,VT
51,2017,CURES_funds,9762330.0,Virginia,VA
53,2017,CURES_funds,11790300.0,Washington,WA
54,2017,CURES_funds,5881980.0,West Virginia,WV
55,2017,CURES_funds,7636940.0,Wisconsin,WI
56,2017,CURES_funds,2000000.0,Wyoming,WY
72,2017,CURES_funds,4811960.0,Puerto Rico,PR
01,2018,CURES_funds,7967870.0,Alabama,AL
02,2018,CURES_funds,2000000.0,Alaska,AK
04,2018,CURES_funds,12171500.0,Arizona,AZ
05,2018,CURES_funds,3901300.0,Arkansas,AR
06,2018,CURES_funds,44749800.0,California,CA
08,2018,CURES_funds,7869650.0,Colorado,CO
09,2018,CURES_funds,5500160.0,Connecticut,CT
10,2018,CURES_funds,2000000.0,Delaware,DE
11,2018,CURES_funds,2000000.0,District of Columbia,DC
12,2018,CURES_funds,27150400.0,Florida,FL
13,2018,CURES_funds,11782700.0,Georgia,GA
15,2018,CURES_funds,2000000.0,Hawaii,HI
16,2018,CURES_funds,2000000.0,Idaho,ID
17,2018,CURES_funds,16328600.0,Illinois,IL
18,2018,CURES_funds,10926000.0,Indiana,IN
19,2018,CURES_funds,2728080.0,Iowa,IA
20,2018,CURES_funds,3114400.0,Kansas,KS
21,2018,CURES_funds,10528100.0,Kentucky,KY
22,2018,CURES_funds,8167970.0,Louisiana,LA
23,2018,CURES_funds,2039030.0,Maine,ME
24,2018,CURES_funds,10036800.0,Maryland,MD
25,2018,CURES_funds,11742900.0,Massachusetts,MA
26,2018,CURES_funds,16372700.0,Michigan,MI
27,2018,CURES_funds,5379350.0,Minnesota,MN
28,2018,CURES_funds,3584650.0,Mississippi,MS
29,2018,CURES_funds,10015900.0,Missouri,MO
30,2018,CURES_funds,2000000.0,Montana,MT
31,2018,CURES_funds,2000000.0,Nebraska,NE
32,2018,CURES_funds,5663330.0,Nevada,NV
33,2018,CURES_funds,3128370.0,New Hampshire,NH
34,2018,CURES_funds,12995600.0,New Jersey,NJ
35,2018,CURES_funds,4792550.0,New Mexico,NM
36,2018,CURES_funds,25260700.0,New York,NY
37,2018,CURES_funds,15586700.0,North Carolina,NC
38,2018,CURES_funds,2000000.0,North Dakota,ND
39,2018,CURES_funds,26060500.0,Ohio,OH
40,2018,CURES_funds,7283230.0,Oklahoma,OK
41,2018,CURES_funds,6564420.0,Oregon,OR
42,2018,CURES_funds,26507600.0,Pennsylvania,PA
72,2018,CURES_funds,4811960.0,Puerto Rico,PR
44,2018,CURES_funds,2167010.0,Rhode Island,RI
45,2018,CURES_funds,6575620.0,South Carolina,SC
46,2018,CURES_funds,2000000.0,South Dakota,SD
47,2018,CURES_funds,13815100.0,Tennessee,TN
48,2018,CURES_funds,27362400.0,Texas,TX
49,2018,CURES_funds,5537460.0,Utah,UT
50,2018,CURES_funds,2000000.0,Vermont,VT
51,2018,CURES_funds,9762330.0,Virginia,VA
53,2018,CURES_funds,11790300.0,Washington,WA
54,2018,CURES_funds,5881980.0,West Virginia,WV
55,2018,CURES_funds,7636940.0,Wisconsin,WI
56,2018,CURES_funds,2000000.0,Wyoming,WY
00,2017,CURES_funds,483200000.0,United States,US
00,2018,CURES_funds,483200000.0,United States,US
01,2016,fentanyl_seize,97.0,Alabama,AL
02,2016,fentanyl_seize,11.0,Alaska,AK
04,2016,fentanyl_seize,78.0,Arizona,AZ
05,2016,fentanyl_seize,58.0,Arkansas,AR
06,2016,fentanyl_seize,215.0,California,CA
08,2016,fentanyl_seize,21.0,Colorado,CO
09,2016,fentanyl_seize,183.0,Connecticut,CT
10,2016,fentanyl_seize,13.0,Delaware,DE
11,2016,fentanyl_seize,24.0,District of Columbia,DC
12,2016,fentanyl_seize,1003.0,Florida,FL
13,2016,fentanyl_seize,69.0,Georgia,GA
15,2016,fentanyl_seize,,Hawaii,HI
16,2016,fentanyl_seize,16.0,Idaho,ID
17,2016,fentanyl_seize,1535.0,Illinois,IL
18,2016,fentanyl_seize,507.0,Indiana,IN
19,2016,fentanyl_seize,44.0,Iowa,IA
20,2016,fentanyl_seize,15.0,Kansas,KS
21,2016,fentanyl_seize,1022.0,Kentucky,KY
22,2016,fentanyl_seize,116.0,Louisiana,LA
23,2016,fentanyl_seize,9.0,Maine,ME
24,2016,fentanyl_seize,1358.0,Maryland,MD
25,2016,fentanyl_seize,3911.0,Massachusetts,MA
26,2016,fentanyl_seize,232.0,Michigan,MI
27,2016,fentanyl_seize,51.0,Minnesota,MN
28,2016,fentanyl_seize,43.0,Mississippi,MS
29,2016,fentanyl_seize,453.0,Missouri,MO
30,2016,fentanyl_seize,9.0,Montana,MT
31,2016,fentanyl_seize,5.0,Nebraska,NE
32,2016,fentanyl_seize,5.0,Nevada,NV
33,2016,fentanyl_seize,1197.0,New Hampshire,NH
34,2016,fentanyl_seize,1120.0,New Jersey,NJ
35,2016,fentanyl_seize,19.0,New Mexico,NM
36,2016,fentanyl_seize,2247.0,New York,NY
37,2016,fentanyl_seize,52.0,North Carolina,NC
38,2016,fentanyl_seize,50.0,North Dakota,ND
39,2016,fentanyl_seize,7971.0,Ohio,OH
40,2016,fentanyl_seize,26.0,Oklahoma,OK
41,2016,fentanyl_seize,15.0,Oregon,OR
42,2016,fentanyl_seize,2355.0,Pennsylvania,PA
44,2016,fentanyl_seize,354.0,Rhode Island,RI
45,2016,fentanyl_seize,151.0,South Carolina,SC
46,2016,fentanyl_seize,1.0,South Dakota,SD
47,2016,fentanyl_seize,228.0,Tennessee,TN
48,2016,fentanyl_seize,94.0,Texas,TX
49,2016,fentanyl_seize,5.0,Utah,UT
50,2016,fentanyl_seize,110.0,Vermont,VT
51,2016,fentanyl_seize,1287.0,Virginia,VA
53,2016,fentanyl_seize,53.0,Washington,WA
54,2016,fentanyl_seize,58.0,West Virginia,WV
55,2016,fentanyl_seize,249.0,Wisconsin,WI
56,2016,fentanyl_seize,4.0,Wyoming,WY
72,2016,fentanyl_seize,2.0,Puerto Rico,PR
00,2016,fentanyl_seize,28751.0,United States,US
01,2015,fentanyl_seize,64.0,Alabama,AL
02,2015,fentanyl_seize,1.0,Alaska,AK
04,2015,fentanyl_seize,25.0,Arizona,AZ
05,2015,fentanyl_seize,68.0,Arkansas,AR
06,2015,fentanyl_seize,81.0,California,CA
08,2015,fentanyl_seize,18.0,Colorado,CO
09,2015,fentanyl_seize,38.0,Connecticut,CT
10,2015,fentanyl_seize,0.0,Delaware,DE
11,2015,fentanyl_seize,1.0,District of Columbia,DC
12,2015,fentanyl_seize,553.0,Florida,FL
13,2015,fentanyl_seize,80.0,Georgia,GA
15,2015,fentanyl_seize,1.0,Hawaii,HI
16,2015,fentanyl_seize,15.0,Idaho,ID
17,2015,fentanyl_seize,25.0,Illinois,IL
18,2015,fentanyl_seize,240.0,Indiana,IN
19,2015,fentanyl_seize,42.0,Iowa,IA
20,2015,fentanyl_seize,15.0,Kansas,KS
21,2015,fentanyl_seize,511.0,Kentucky,KY
22,2015,fentanyl_seize,23.0,Louisiana,LA
23,2015,fentanyl_seize,30.0,Maine,ME
24,2015,fentanyl_seize,402.0,Maryland,MD
25,2015,fentanyl_seize,2556.0,Massachusetts,MA
26,2015,fentanyl_seize,232.0,Michigan,MI
27,2015,fentanyl_seize,11.0,Minnesota,MN
28,2015,fentanyl_seize,15.0,Mississippi,MS
29,2015,fentanyl_seize,245.0,Missouri,MO
30,2015,fentanyl_seize,3.0,Montana,MT
31,2015,fentanyl_seize,1.0,Nebraska,NE
32,2015,fentanyl_seize,10.0,Nevada,NV
33,2015,fentanyl_seize,856.0,New Hampshire,NH
34,2015,fentanyl_seize,690.0,New Jersey,NJ
35,2015,fentanyl_seize,2.0,New Mexico,NM
36,2015,fentanyl_seize,333.0,New York,NY
37,2015,fentanyl_seize,10.0,North Carolina,NC
38,2015,fentanyl_seize,23.0,North Dakota,ND
39,2015,fentanyl_seize,3861.0,Ohio,OH
40,2015,fentanyl_seize,17.0,Oklahoma,OK
41,2015,fentanyl_seize,26.0,Oregon,OR
42,2015,fentanyl_seize,897.0,Pennsylvania,PA
44,2015,fentanyl_seize,7.0,Rhode Island,RI
45,2015,fentanyl_seize,90.0,South Carolina,SC
46,2015,fentanyl_seize,0.0,South Dakota,SD
47,2015,fentanyl_seize,120.0,Tennessee,TN
48,2015,fentanyl_seize,42.0,Texas,TX
49,2015,fentanyl_seize,20.0,Utah,UT
50,2015,fentanyl_seize,44.0,Vermont,VT
51,2015,fentanyl_seize,534.0,Virginia,VA
53,2015,fentanyl_seize,15.0,Washington,WA
54,2015,fentanyl_seize,43.0,West Virginia,WV
55,2015,fentanyl_seize,64.0,Wisconsin,WI
56,2015,fentanyl_seize,1.0,Wyoming,WY
72,2015,fentanyl_seize,1.0,Puerto Rico,PR
00,2015,fentanyl_seize,13002.0,United States,US
01,2018,goodsam,2.0,Alabama,AL
02,2018,goodsam,2.0,Alaska,AK
04,2018,goodsam,2.0,Arizona,AZ
05,2018,goodsam,3.0,Arkansas,AR
06,2018,goodsam,2.0,California,CA
08,2018,goodsam,2.0,Colorado,CO
09,2018,goodsam,2.0,Connecticut,CT
10,2018,goodsam,3.0,Delaware,DE
11,2018,goodsam,3.0,District of Columbia,DC
12,2018,goodsam,2.0,Florida,FL
13,2018,goodsam,3.0,Georgia,GA
15,2018,goodsam,3.0,Hawaii,HI
16,2018,goodsam,2.0,Idaho,ID
17,2018,goodsam,2.0,Illinois,IL
18,2018,goodsam,2.0,Indiana,IN
19,2018,goodsam,3.0,Iowa,IA
21,2018,goodsam,2.0,Kentucky,KY
22,2018,goodsam,2.0,Louisiana,LA
24,2018,goodsam,3.0,Maryland,MD
25,2018,goodsam,3.0,Massachusetts,MA
26,2018,goodsam,2.0,Michigan,MI
27,2018,goodsam,3.0,Minnesota,MN
28,2018,goodsam,3.0,Mississippi,MS
29,2018,goodsam,3.0,Missouri,MO
30,2018,goodsam,3.0,Montana,MT
31,2018,goodsam,2.0,Nebraska,NE
32,2018,goodsam,3.0,Nevada,NV
33,2018,goodsam,2.0,New Hampshire,NH
34,2018,goodsam,3.0,New Jersey,NJ
35,2018,goodsam,2.0,New Mexico,NM
36,2018,goodsam,2.0,New York,NY
37,2018,goodsam,3.0,North Carolina,NC
38,2018,goodsam,2.0,North Dakota,ND
39,2018,goodsam,3.0,Ohio,OH
41,2018,goodsam,3.0,Oregon,OR
42,2018,goodsam,3.0,Pennsylvania,PA
44,2018,goodsam,3.0,Rhode Island,RI
45,2018,goodsam,2.0,South Carolina,SC
46,2018,goodsam,2.0,South Dakota,SD
47,2018,goodsam,3.0,Tennessee,TN
49,2018,goodsam,2.0,Utah,UT
50,2018,goodsam,3.0,Vermont,VT
51,2018,goodsam,2.0,Virginia,VA
53,2018,goodsam,2.0,Washington,WA
